episode,timestamp,state,action,we_green,ns_green,we_waiting_time,ns_waiting_time,we_queue,ns_queue,reward
4,2146.0,1_0_0,4,10,20,117.0,0,7,0,-0.6508333333333333
4,2192.0,1_0_0,5,20,20,114.0,0,7,0,-0.6334782608695652
4,2238.0,1_0_0,2,30,10,47.0,0,7,0,-0.2952173913043478
4,2309.0,1_0_0,7,45,20,135.0,0,7,0,-0.7361267605633803
4,2370.0,1_0_0,3,45,10,65.0,0,7,0,-0.384672131147541
4,2416.0,1_0_0,5,20,20,110.0,0,7,0,-0.6134782608695653
4,2462.0,1_0_0,5,20,20,111.0,0,7,0,-0.6184782608695653
4,2498.0,1_0_0,4,10,20,110.0,0,7,0,-0.6158333333333333
4,2569.0,1_0_0,7,45,20,140.0,0,7,0,-0.7615492957746478
4,2615.0,1_0_0,2,30,10,45.0,0,7,0,-0.2852173913043478
4,2676.0,1_0_0,3,45,10,72.0,0,7,0,-0.419672131147541
